key,mode,time_signature,track_genre
C-sharp_D-flat,major,4/4,jazz
A-sharp_B-flat,minor,4/4,jazz
A,minor,4/4,jazz
F,minor,4/4,jazz
A,minor,4/4,jazz
F,major,5/4,jazz
C,major,4/4,jazz
C,major,4/4,jazz
F-sharp_G-flat,major,3/4,jazz
C,major,4/4,jazz
F-sharp_G-flat,major,3/4,jazz
C,major,4/4,jazz
C,major,4/4,jazz
E,minor,4/4,jazz
A,minor,3/4,jazz
F,major,3/4,jazz
D,major,4/4,jazz
C,major,4/4,jazz
F,major,3/4,jazz
C,major,4/4,jazz
C,major,4/4,jazz
F,major,4/4,jazz
A,minor,3/4,jazz
F,minor,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
C,major,4/4,jazz
F,major,4/4,jazz
F-sharp_G-flat,major,3/4,jazz
G-sharp_A-flat,major,4/4,jazz
A,minor,3/4,jazz
G,minor,4/4,jazz
A,minor,3/4,jazz
A,minor,3/4,jazz
A,minor,3/4,jazz
A,minor,3/4,jazz
A,minor,3/4,jazz
C,major,4/4,jazz
F,minor,4/4,jazz
F,major,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
C,major,4/4,jazz
B,minor,4/4,jazz
D,minor,4/4,jazz
G,minor,4/4,jazz
F,minor,4/4,jazz
C-sharp_D-flat,major,4/4,jazz
C,major,4/4,jazz
G,major,4/4,jazz
D,major,4/4,jazz
C-sharp_D-flat,major,4/4,jazz
B,minor,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
F,major,4/4,jazz
C-sharp_D-flat,major,4/4,jazz
G-sharp_A-flat,minor,5/4,jazz
C,major,4/4,jazz
C,major,4/4,jazz
F,minor,4/4,jazz
E,major,4/4,jazz
C,major,4/4,jazz
F,major,4/4,jazz
G-sharp_A-flat,minor,4/4,jazz
C-sharp_D-flat,minor,4/4,jazz
D,major,4/4,jazz
G,minor,4/4,jazz
F,minor,4/4,jazz
E,major,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
C-sharp_D-flat,major,4/4,jazz
A-sharp_B-flat,minor,4/4,jazz
C-sharp_D-flat,major,4/4,jazz
F,minor,4/4,jazz
F,minor,3/4,jazz
F,major,4/4,jazz
A-sharp_B-flat,major,4/4,jazz
E,minor,4/4,jazz
G,major,4/4,jazz
F,major,4/4,jazz
F,major,3/4,jazz
D-sharp_E-flat,minor,4/4,jazz
A,minor,3/4,jazz
F,major,3/4,jazz
G,minor,4/4,jazz
A,minor,3/4,jazz
A-sharp_B-flat,major,3/4,jazz
G-sharp_A-flat,major,4/4,jazz
F,minor,4/4,jazz
D-sharp_E-flat,major,4/4,jazz
F,major,3/4,jazz
C,minor,4/4,jazz
B,minor,3/4,jazz
C-sharp_D-flat,major,4/4,jazz
C-sharp_D-flat,major,4/4,jazz
G,major,4/4,jazz
F,minor,4/4,jazz
A-sharp_B-flat,minor,4/4,jazz
A-sharp_B-flat,major,4/4,jazz
B,minor,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
A,minor,4/4,jazz
C-sharp_D-flat,major,4/4,jazz
F-sharp_G-flat,minor,4/4,jazz
E,major,4/4,jazz
C,major,4/4,jazz
D-sharp_E-flat,minor,4/4,jazz
C,minor,4/4,jazz
G,major,4/4,jazz
C,minor,4/4,jazz
E,minor,4/4,jazz
F-sharp_G-flat,minor,4/4,jazz
G-sharp_A-flat,minor,3/4,jazz
E,minor,4/4,jazz
D-sharp_E-flat,minor,4/4,jazz
B,minor,4/4,jazz
F,minor,4/4,jazz
D-sharp_E-flat,major,4/4,jazz
E,minor,4/4,jazz
E,minor,4/4,jazz
A,minor,4/4,jazz
F-sharp_G-flat,minor,4/4,jazz
F,major,3/4,jazz
E,minor,4/4,jazz
G,minor,4/4,jazz
C,major,3/4,jazz
F-sharp_G-flat,minor,4/4,jazz
F-sharp_G-flat,minor,4/4,jazz
C-sharp_D-flat,major,4/4,jazz
A-sharp_B-flat,major,4/4,jazz
F-sharp_G-flat,minor,4/4,jazz
A-sharp_B-flat,major,4/4,jazz
F-sharp_G-flat,minor,4/4,jazz
F-sharp_G-flat,minor,4/4,jazz
F-sharp_G-flat,minor,4/4,jazz
A-sharp_B-flat,major,4/4,jazz
F-sharp_G-flat,minor,4/4,jazz
F-sharp_G-flat,minor,4/4,jazz
F-sharp_G-flat,minor,4/4,jazz
C,major,4/4,jazz
G,minor,4/4,jazz
A,major,4/4,jazz
D,minor,4/4,jazz
G-sharp_A-flat,minor,4/4,jazz
G,major,4/4,jazz
F-sharp_G-flat,minor,3/4,jazz
A-sharp_B-flat,major,4/4,jazz
C,major,4/4,jazz
A,major,4/4,jazz
C,major,4/4,jazz
F-sharp_G-flat,minor,3/4,jazz
G-sharp_A-flat,major,4/4,jazz
D,major,4/4,jazz
C-sharp_D-flat,major,4/4,jazz
D-sharp_E-flat,minor,4/4,jazz
D,minor,4/4,jazz
F,major,3/4,jazz
C,major,4/4,jazz
D,major,4/4,jazz
D-sharp_E-flat,major,4/4,jazz
C,major,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
F-sharp_G-flat,minor,4/4,jazz
C,minor,4/4,jazz
G,major,3/4,jazz
C,minor,4/4,jazz
E,minor,4/4,jazz
E,minor,4/4,jazz
C,major,4/4,jazz
E,minor,4/4,jazz
A-sharp_B-flat,major,3/4,jazz
B,major,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
A,major,4/4,jazz
C-sharp_D-flat,major,4/4,jazz
F,major,4/4,jazz
D-sharp_E-flat,major,4/4,jazz
C,major,5/4,jazz
D,major,4/4,jazz
D,major,4/4,jazz
A,minor,4/4,jazz
C,major,3/4,jazz
G,major,4/4,jazz
F,minor,4/4,jazz
A,major,4/4,jazz
F-sharp_G-flat,major,4/4,jazz
G,major,4/4,jazz
F,minor,4/4,jazz
A,major,4/4,jazz
A-sharp_B-flat,major,4/4,jazz
C,major,4/4,jazz
C,major,4/4,jazz
A,minor,4/4,jazz
E,minor,4/4,jazz
A-sharp_B-flat,major,4/4,jazz
B,minor,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
A-sharp_B-flat,major,3/4,jazz
G-sharp_A-flat,minor,4/4,jazz
C,major,4/4,jazz
C,minor,3/4,jazz
D-sharp_E-flat,major,4/4,jazz
G,minor,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
C,major,4/4,jazz
D-sharp_E-flat,major,4/4,jazz
F,minor,4/4,jazz
G,minor,4/4,jazz
E,minor,4/4,jazz
A-sharp_B-flat,major,4/4,jazz
A,major,4/4,jazz
C-sharp_D-flat,major,4/4,jazz
D,minor,4/4,jazz
C,major,4/4,jazz
C-sharp_D-flat,minor,4/4,jazz
A,minor,4/4,jazz
E,minor,4/4,jazz
C,minor,4/4,jazz
C,major,4/4,jazz
F,major,4/4,jazz
A,minor,3/4,jazz
B,major,4/4,jazz
C-sharp_D-flat,minor,4/4,jazz
G,minor,4/4,jazz
C,minor,4/4,jazz
F,major,4/4,jazz
C,major,4/4,jazz
G,minor,4/4,jazz
B,minor,4/4,jazz
G,minor,4/4,jazz
G-sharp_A-flat,minor,3/4,jazz
G-sharp_A-flat,minor,4/4,jazz
B,minor,4/4,jazz
A-sharp_B-flat,major,4/4,jazz
F-sharp_G-flat,major,4/4,jazz
F,major,4/4,jazz
G,major,4/4,jazz
C,major,4/4,jazz
C-sharp_D-flat,major,3/4,jazz
G-sharp_A-flat,major,4/4,jazz
D,minor,4/4,jazz
G,minor,4/4,jazz
D,minor,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
E,major,4/4,jazz
F-sharp_G-flat,minor,4/4,jazz
A-sharp_B-flat,major,4/4,jazz
A,major,4/4,jazz
D,minor,4/4,jazz
C,major,4/4,jazz
C,major,4/4,jazz
G,major,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
G,major,4/4,jazz
F,major,4/4,jazz
E,major,4/4,jazz
F,minor,4/4,jazz
F,minor,4/4,jazz
G,major,4/4,jazz
A,minor,4/4,jazz
C,major,4/4,jazz
F,major,4/4,jazz
E,minor,4/4,jazz
F,minor,4/4,jazz
F,major,4/4,jazz
D-sharp_E-flat,minor,4/4,jazz
A-sharp_B-flat,major,4/4,jazz
A,minor,3/4,jazz
A,minor,3/4,jazz
A,minor,3/4,jazz
C,major,3/4,jazz
D-sharp_E-flat,major,4/4,jazz
D,major,4/4,jazz
A-sharp_B-flat,major,3/4,jazz
D,minor,4/4,jazz
B,minor,4/4,jazz
E,major,3/4,jazz
C,minor,4/4,jazz
A-sharp_B-flat,major,4/4,jazz
G,minor,4/4,jazz
F,major,4/4,jazz
A-sharp_B-flat,minor,4/4,jazz
F-sharp_G-flat,minor,4/4,jazz
A-sharp_B-flat,major,4/4,jazz
G,major,4/4,jazz
F,minor,4/4,jazz
G,major,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
B,minor,5/4,jazz
A,major,4/4,jazz
G,major,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
G,minor,3/4,jazz
C-sharp_D-flat,major,4/4,jazz
C,major,4/4,jazz
D,minor,5/4,jazz
D,major,4/4,jazz
A-sharp_B-flat,major,3/4,jazz
A,major,3/4,jazz
F-sharp_G-flat,major,4/4,jazz
F,major,4/4,jazz
A-sharp_B-flat,minor,4/4,jazz
D,major,4/4,jazz
F,major,4/4,jazz
D-sharp_E-flat,major,4/4,jazz
C-sharp_D-flat,minor,4/4,jazz
G,minor,4/4,jazz
C,major,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
D,major,4/4,jazz
D,major,4/4,jazz
D,major,4/4,jazz
F,minor,4/4,jazz
F,major,4/4,jazz
C,major,4/4,jazz
F-sharp_G-flat,major,5/4,jazz
G,major,4/4,jazz
A-sharp_B-flat,major,4/4,jazz
F,minor,4/4,jazz
D,major,4/4,jazz
F-sharp_G-flat,major,3/4,jazz
G,major,4/4,jazz
G-sharp_A-flat,major,4/4,jazz
D,major,4/4,jazz
D-sharp_E-flat,minor,4/4,jazz
D-sharp_E-flat,major,4/4,k-pop
C-sharp_D-flat,minor,4/4,k-pop
C,major,4/4,k-pop
D-sharp_E-flat,minor,4/4,k-pop
B,minor,4/4,k-pop
C-sharp_D-flat,minor,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
A,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
C,major,4/4,k-pop
C-sharp_D-flat,minor,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
F,minor,4/4,k-pop
C,major,4/4,k-pop
C,major,4/4,k-pop
G,major,4/4,k-pop
F,major,4/4,k-pop
B,major,4/4,k-pop
D,minor,4/4,k-pop
C,major,3/4,k-pop
C,major,4/4,k-pop
A,minor,4/4,k-pop
G,major,4/4,k-pop
E,minor,3/4,k-pop
D,major,4/4,k-pop
D,major,4/4,k-pop
D,major,4/4,k-pop
C,major,4/4,k-pop
E,minor,4/4,k-pop
B,minor,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
E,minor,4/4,k-pop
C,major,4/4,k-pop
A,minor,4/4,k-pop
G-sharp_A-flat,major,3/4,k-pop
A,major,4/4,k-pop
G,minor,4/4,k-pop
D-sharp_E-flat,minor,4/4,k-pop
E,minor,4/4,k-pop
G,major,3/4,k-pop
D-sharp_E-flat,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
E,major,4/4,k-pop
C,minor,4/4,k-pop
F-sharp_G-flat,major,4/4,k-pop
D-sharp_E-flat,major,4/4,k-pop
C,minor,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
G,major,3/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
F,major,4/4,k-pop
B,major,4/4,k-pop
C,major,4/4,k-pop
C,major,4/4,k-pop
A-sharp_B-flat,major,4/4,k-pop
D-sharp_E-flat,minor,4/4,k-pop
F,minor,4/4,k-pop
G,major,4/4,k-pop
G,major,4/4,k-pop
C,minor,4/4,k-pop
G,minor,4/4,k-pop
A,minor,4/4,k-pop
A,major,4/4,k-pop
C,major,3/4,k-pop
C,minor,4/4,k-pop
F-sharp_G-flat,major,4/4,k-pop
F-sharp_G-flat,major,4/4,k-pop
A,major,4/4,k-pop
D,major,3/4,k-pop
C-sharp_D-flat,minor,4/4,k-pop
G,minor,4/4,k-pop
C,minor,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
D,major,4/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
A-sharp_B-flat,minor,3/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
F-sharp_G-flat,major,4/4,k-pop
F,minor,4/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
D,major,4/4,k-pop
F,minor,4/4,k-pop
A,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
F,minor,4/4,k-pop
C-sharp_D-flat,minor,4/4,k-pop
G,minor,4/4,k-pop
C,major,3/4,k-pop
E,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
C,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
A,minor,4/4,k-pop
F-sharp_G-flat,major,4/4,k-pop
A-sharp_B-flat,major,4/4,k-pop
C,minor,4/4,k-pop
F,minor,4/4,k-pop
F,minor,4/4,k-pop
E,minor,4/4,k-pop
D,minor,4/4,k-pop
G,minor,4/4,k-pop
F-sharp_G-flat,major,4/4,k-pop
C-sharp_D-flat,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
E,minor,4/4,k-pop
F-sharp_G-flat,major,4/4,k-pop
A-sharp_B-flat,major,4/4,k-pop
A,minor,4/4,k-pop
D,minor,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
B,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
A,minor,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
B,minor,4/4,k-pop
E,minor,4/4,k-pop
B,major,4/4,k-pop
B,major,4/4,k-pop
F-sharp_G-flat,major,4/4,k-pop
D,major,4/4,k-pop
B,major,4/4,k-pop
B,major,4/4,k-pop
B,major,4/4,k-pop
C,minor,4/4,k-pop
C-sharp_D-flat,major,5/4,k-pop
B,major,4/4,k-pop
C,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
C,major,4/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
D,major,4/4,k-pop
D,minor,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
C-sharp_D-flat,minor,5/4,k-pop
C,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
G,minor,4/4,k-pop
F,major,4/4,k-pop
B,minor,4/4,k-pop
C,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
G,minor,4/4,k-pop
G,major,4/4,k-pop
D,major,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
E,minor,3/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
G,major,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
G,minor,4/4,k-pop
B,major,4/4,k-pop
E,minor,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
A-sharp_B-flat,major,4/4,k-pop
A,major,4/4,k-pop
B,major,4/4,k-pop
D,major,4/4,k-pop
B,major,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
C,major,4/4,k-pop
D,major,4/4,k-pop
C-sharp_D-flat,minor,4/4,k-pop
G-sharp_A-flat,major,3/4,k-pop
F-sharp_G-flat,major,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
D,minor,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
E,minor,4/4,k-pop
F,minor,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
E,minor,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
A,minor,4/4,k-pop
G-sharp_A-flat,minor,4/4,k-pop
F,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
F-sharp_G-flat,major,4/4,k-pop
G-sharp_A-flat,minor,4/4,k-pop
D,major,4/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
D,major,4/4,k-pop
G,major,4/4,k-pop
B,minor,4/4,k-pop
G-sharp_A-flat,minor,4/4,k-pop
C-sharp_D-flat,minor,4/4,k-pop
C,major,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
D,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
C,minor,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
A-sharp_B-flat,major,4/4,k-pop
G,major,4/4,k-pop
C-sharp_D-flat,minor,4/4,k-pop
E,minor,4/4,k-pop
B,minor,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
E,major,4/4,k-pop
D,major,4/4,k-pop
F,major,4/4,k-pop
F,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
E,minor,4/4,k-pop
C,minor,4/4,k-pop
E,minor,4/4,k-pop
C,minor,4/4,k-pop
A-sharp_B-flat,major,4/4,k-pop
G,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
C,minor,4/4,k-pop
D,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
G,major,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
C,minor,4/4,k-pop
F,major,4/4,k-pop
G,major,4/4,k-pop
C-sharp_D-flat,minor,3/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
C,major,5/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
B,major,4/4,k-pop
G,major,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
C,minor,4/4,k-pop
G,minor,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
G,minor,4/4,k-pop
C,minor,4/4,k-pop
B,major,4/4,k-pop
F,major,4/4,k-pop
A-sharp_B-flat,major,3/4,k-pop
G,major,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
B,minor,4/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
E,major,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
A,major,4/4,k-pop
B,minor,4/4,k-pop
A-sharp_B-flat,major,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
D,major,4/4,k-pop
D,major,4/4,k-pop
E,major,4/4,k-pop
A-sharp_B-flat,major,4/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
C-sharp_D-flat,minor,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
G,minor,4/4,k-pop
G,minor,4/4,k-pop
F,minor,4/4,k-pop
B,minor,4/4,k-pop
F,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
F,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
G,major,4/4,k-pop
F,minor,4/4,k-pop
C,minor,4/4,k-pop
B,major,4/4,k-pop
G,major,4/4,k-pop
G,minor,4/4,k-pop
C,minor,4/4,k-pop
F,minor,4/4,k-pop
A,minor,4/4,k-pop
C,major,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
C-sharp_D-flat,minor,4/4,k-pop
B,minor,4/4,k-pop
G-sharp_A-flat,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
D,minor,4/4,k-pop
F,minor,4/4,k-pop
A,minor,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
D-sharp_E-flat,minor,4/4,k-pop
G,minor,4/4,k-pop
A,major,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
G,major,4/4,k-pop
A,minor,3/4,k-pop
G,major,4/4,k-pop
C,major,4/4,k-pop
C,minor,4/4,k-pop
D,major,4/4,k-pop
C,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
F,minor,4/4,k-pop
A-sharp_B-flat,major,4/4,k-pop
G,major,4/4,k-pop
F-sharp_G-flat,major,4/4,k-pop
A,minor,4/4,k-pop
C,major,3/4,k-pop
B,minor,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
E,major,4/4,k-pop
F-sharp_G-flat,major,4/4,k-pop
A,minor,4/4,k-pop
G,major,4/4,k-pop
G,major,4/4,k-pop
B,minor,4/4,k-pop
C,minor,4/4,k-pop
A,major,4/4,k-pop
B,major,4/4,k-pop
F,minor,4/4,k-pop
D,major,4/4,k-pop
A,major,4/4,k-pop
C-sharp_D-flat,minor,4/4,k-pop
C,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
C-sharp_D-flat,minor,4/4,k-pop
A,minor,4/4,k-pop
D-sharp_E-flat,minor,4/4,k-pop
A,major,4/4,k-pop
G-sharp_A-flat,minor,4/4,k-pop
F-sharp_G-flat,major,4/4,k-pop
F,minor,4/4,k-pop
G,minor,4/4,k-pop
C-sharp_D-flat,minor,4/4,k-pop
A,minor,3/4,k-pop
B,minor,4/4,k-pop
E,minor,4/4,k-pop
F,minor,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
C,minor,4/4,k-pop
A,minor,4/4,k-pop
D,minor,4/4,k-pop
A,major,4/4,k-pop
A,minor,3/4,k-pop
B,minor,4/4,k-pop
F,minor,4/4,k-pop
B,minor,4/4,k-pop
B,major,4/4,k-pop
C-sharp_D-flat,minor,4/4,k-pop
E,major,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
A,major,4/4,k-pop
G,major,4/4,k-pop
D,major,4/4,k-pop
E,minor,4/4,k-pop
C,major,4/4,k-pop
C-sharp_D-flat,minor,4/4,k-pop
G,major,4/4,k-pop
A,major,4/4,k-pop
A-sharp_B-flat,major,4/4,k-pop
D,minor,4/4,k-pop
D-sharp_E-flat,minor,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
D,major,4/4,k-pop
E,minor,4/4,k-pop
F,minor,4/4,k-pop
C,major,4/4,k-pop
G,major,4/4,k-pop
F-sharp_G-flat,major,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
G,major,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
A,minor,4/4,k-pop
B,minor,4/4,k-pop
E,minor,3/4,k-pop
C,minor,4/4,k-pop
A,minor,4/4,k-pop
F,minor,4/4,k-pop
G,major,4/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
A-sharp_B-flat,major,4/4,k-pop
F,major,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
F,minor,4/4,k-pop
G-sharp_A-flat,minor,4/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
D,minor,4/4,k-pop
D,major,4/4,k-pop
D,major,5/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
A,minor,4/4,k-pop
D,major,4/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
D,major,4/4,k-pop
B,minor,4/4,k-pop
D,minor,4/4,k-pop
G,minor,4/4,k-pop
F,minor,4/4,k-pop
G-sharp_A-flat,minor,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
G,major,3/4,k-pop
F-sharp_G-flat,major,4/4,k-pop
F-sharp_G-flat,minor,3/4,k-pop
D,major,4/4,k-pop
A,minor,4/4,k-pop
C-sharp_D-flat,minor,4/4,k-pop
G,major,4/4,k-pop
D,minor,4/4,k-pop
F,minor,4/4,k-pop
A,major,4/4,k-pop
A,minor,4/4,k-pop
E,major,4/4,k-pop
A,major,4/4,k-pop
F-sharp_G-flat,minor,3/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
F,minor,4/4,k-pop
A,minor,4/4,k-pop
A,minor,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
D-sharp_E-flat,minor,4/4,k-pop
B,major,4/4,k-pop
F,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
F,minor,4/4,k-pop
C,minor,4/4,k-pop
C,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
A,minor,4/4,k-pop
G-sharp_A-flat,minor,3/4,k-pop
A,major,4/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
D,minor,4/4,k-pop
D,minor,4/4,k-pop
F,major,3/4,k-pop
D,minor,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
F,minor,4/4,k-pop
F,minor,4/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
A-sharp_B-flat,major,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
D,minor,4/4,k-pop
C,major,4/4,k-pop
C,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
C,major,4/4,k-pop
F-sharp_G-flat,major,4/4,k-pop
F-sharp_G-flat,major,4/4,k-pop
C,major,4/4,k-pop
C,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
E,major,4/4,k-pop
F,major,4/4,k-pop
A,major,4/4,k-pop
C,minor,4/4,k-pop
D-sharp_E-flat,major,4/4,k-pop
A-sharp_B-flat,major,4/4,k-pop
F,minor,4/4,k-pop
B,major,4/4,k-pop
E,major,3/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
G,major,4/4,k-pop
B,minor,4/4,k-pop
A,minor,3/4,k-pop
F,major,4/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
C-sharp_D-flat,major,3/4,k-pop
D,minor,4/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
D-sharp_E-flat,minor,4/4,k-pop
D-sharp_E-flat,minor,4/4,k-pop
D-sharp_E-flat,major,4/4,k-pop
F-sharp_G-flat,major,4/4,k-pop
G-sharp_A-flat,major,4/4,k-pop
C,minor,4/4,k-pop
G-sharp_A-flat,minor,4/4,k-pop
C,minor,3/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
A,major,4/4,k-pop
C,minor,4/4,k-pop
A-sharp_B-flat,minor,4/4,k-pop
B,major,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
B,minor,4/4,k-pop
D,minor,4/4,k-pop
D,minor,4/4,k-pop
D,major,4/4,k-pop
E,minor,4/4,k-pop
C-sharp_D-flat,minor,4/4,k-pop
F,minor,4/4,k-pop
D,major,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
G,major,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
D-sharp_E-flat,major,4/4,k-pop
F,major,4/4,k-pop
C,major,4/4,k-pop
F-sharp_G-flat,minor,4/4,k-pop
C-sharp_D-flat,major,4/4,k-pop
F,major,4/4,k-pop
G,major,4/4,k-pop
